partner_a,partner_b,protein_name_a,protein_name_b,annotation_strategy,source
O95813,Q93097,WNT2B_HUMAN,CER1_HUMAN,user_curated,PMID:10067895
O95813,Q93098,WNT8B_HUMAN,CER1_HUMAN,user_curated,PMID:10067895
O95813,Q9H1J5,WNT8A_HUMAN,CER1_HUMAN,user_curated,PMID:10067895
O95813,Q9H1J7,WNT5B_HUMAN,CER1_HUMAN,user_curated,PMID:10067895
O95813,Q9UBV4,WNT16_HUMAN,CER1_HUMAN,user_curated,PMID:10067895
O95813,Q9Y6F9,WNT6_HUMAN,CER1_HUMAN,user_curated,PMID:10067895
O95838,P01275,GLUC_HUMAN,GLP2R_HUMAN,user_curated,uniprot
O95971,Q92956,BY55_HUMAN,TNR14_HUMAN,user_curated,PMID:21959263
O96014,Q5T4F7,WNT11_HUMAN,SFRP5_HUMAN,user_curated,PMID:12775774
O96014,Q6FHJ7,WNT11_HUMAN,SFRP4_HUMAN,user_curated,PMID:12775774
O96014,Q8N474,WNT11_HUMAN,SFRP1_HUMAN,user_curated,PMID:12775774
O96014,Q92765,WNT11_HUMAN,SFRP3_HUMAN,user_curated,PMID:12775774
O96014,Q96HF1,WNT11_HUMAN,SFRP2_HUMAN,user_curated,PMID:12775774
O96014,Q9Y5W5,WNT11_HUMAN,WIF1_HUMAN,user_curated,PMID:12775774
OSMR,P13725,,ONCM_HUMAN,user_curated,uniprot
P00533,P01133,EGFR_HUMAN,EGF_HUMAN,user_curated,uniprot
P00533,P01135,EGFR_HUMAN,TGFA_HUMAN,user_curated,uniprot
P00533,P15514,EGFR_HUMAN,AREG_HUMAN,user_curated,uniprot
P00533,P35070,EGFR_HUMAN,BTC_HUMAN,user_curated,uniprot
P00533,Q6UW88,EGFR_HUMAN,EPGN_HUMAN,user_curated,uniprot
P00533,Q99075,EGFR_HUMAN,HBEGF_HUMAN,user_curated,uniprot
P00734,P07204,THRB_HUMAN,TRBM_HUMAN,user_curated,uniprot
P00734,integrin_a2Bb3_complex,THRB_HUMAN,,user_curated,uniprot
P00734,integrin_aVb3_complex,THRB_HUMAN,,user_curated,uniprot
P00742,integrin_aMb2_complex,FA10_HUMAN,,user_curated,uniprot
P00747,integrin_a2Bb3_complex,PLMN_HUMAN,,user_curated,uniprot
P00749,Q03405,UROK_HUMAN,UPAR_HUMAN,user_curated,uniprot
P01019,P30556,ANGT_HUMAN,AGTR1_HUMAN,user_curated,uniprot
P01019,P50052,ANGT_HUMAN,AGTR2_HUMAN,user_curated,uniprot
P01024,Q16581,CO3_HUMAN,C3AR_HUMAN,user_curated,uniprot;reactome
P01024,Q9P296,CO3_HUMAN,C5AR2_HUMAN,user_curated,uniprot
P01024,integrin_aMb2_complex,CO3_HUMAN,,user_curated,uniprot
P01031,P21730,CO5_HUMAN,C5AR1_HUMAN,user_curated,uniprot
P01031,Q9P296,CO5_HUMAN,C5AR2_HUMAN,user_curated,uniprot
P01042,P30411,KNG1_HUMAN,BKRB2_HUMAN,user_curated,uniprot;reactome
P01042,P46663,KNG1_HUMAN,BKRB1_HUMAN,user_curated,uniprot;reactome
P01042,Q8TDU9,KNG1_HUMAN,RL3R2_HUMAN,user_curated,uniprot
P01127,P09619,PDGFB_HUMAN,PGFRB_HUMAN,user_curated,uniprot
P01127,P16234,PDGFB_HUMAN,PGFRA_HUMAN,user_curated,uniprot
P01127,PDGFR_complex,PDGFB_HUMAN,,user_curated,uniprot
P01137,Q03167,TGFB1_HUMAN,TGBR3_HUMAN,user_curated,uniprot
P01137,TGFbeta_receptor1,TGFB1_HUMAN,,user_curated,uniprot
P01137,TGFbeta_receptor2,TGFB1_HUMAN,,user_curated,uniprot
P01137,integrin_aVb6_complex,TGFB1_HUMAN,,user_curated,5ffo;PDB
P01138,P04629,NGF_HUMAN,NTRK1_HUMAN,user_curated,uniprot
P01138,P08138,NGF_HUMAN,TNR16_HUMAN,user_curated,uniprot
P01138,Q99523,NGF_HUMAN,SORT_HUMAN,user_curated,uniprot
P01148,P30968,GON1_HUMAN,GNRHR_HUMAN,user_curated,uniprot;HMRbase;reactome
P01148,Q96P88,GON1_HUMAN,GNRR2_HUMAN,user_curated,uniprot;HMRbase;reactome
P01160,P16066,ANF_HUMAN,ANPRA_HUMAN,user_curated,uniprot
P01178,P30559,NEU1_HUMAN,OXYR_HUMAN,user_curated,uniprot;HMRbase;reactome
P01185,P30518,NEU2_HUMAN,V2R_HUMAN,user_curated,reactome
P01185,P37288,NEU2_HUMAN,V1AR_HUMAN,user_curated,reactome
P01185,P47901,NEU2_HUMAN,V1BR_HUMAN,user_curated,reactome
P01189,P32245,COLI_HUMAN,MC4R_HUMAN,user_curated,uniprot;reactome
P01189,P33032,COLI_HUMAN,MC5R_HUMAN,user_curated,uniprot;reactome
P01189,P35372,COLI_HUMAN,OPRM_HUMAN,user_curated,uniprot;reactome
P01189,P41143,COLI_HUMAN,OPRD_HUMAN,user_curated,reactome
P01189,P41145,COLI_HUMAN,OPRK_HUMAN,user_curated,reactome
P01189,P41968,COLI_HUMAN,MC3R_HUMAN,user_curated,uniprot;reactome
P01189,Q01718,COLI_HUMAN,ACTHR_HUMAN,user_curated,uniprot
P01189,Q01726,COLI_HUMAN,MSHR_HUMAN,user_curated,uniprot;HMRbase;reactome
P01210,P35372,PENK_HUMAN,OPRM_HUMAN,user_curated,reactome
P01210,P41143,PENK_HUMAN,OPRD_HUMAN,user_curated,reactome
P01210,P41145,PENK_HUMAN,OPRK_HUMAN,user_curated,reactome
P01213,P35372,PDYN_HUMAN,OPRM_HUMAN,user_curated,uniprot;reactome
P01213,P41143,PDYN_HUMAN,OPRD_HUMAN,user_curated,reactome
P01213,P41145,PDYN_HUMAN,OPRK_HUMAN,user_curated,reactome
P01236,P16471,PRL_HUMAN,PRLR_HUMAN,user_curated,uniprot;HMRbase;PMID:12580759
P01241,P10912,SOMA_HUMAN,GHR_HUMAN,user_curated,uniprot;HMRbase
P01242,P10912,SOM2_HUMAN,GHR_HUMAN,user_curated,uniprot;HMRbase
P01258,P30988,CALC_HUMAN,CALCR_HUMAN,user_curated,uniprot;HMRbase;PMID:7476993
P01270,P49190,PTHY_HUMAN,PTH2R_HUMAN,user_curated,uniprot;reactome
P01270,Q03431,PTHY_HUMAN,PTH1R_HUMAN,user_curated,uniprot;HMRbase;reactome
P01275,P43220,GLUC_HUMAN,GLP1R_HUMAN,user_curated,uniprot
P01275,P47871,GLUC_HUMAN,GLR_HUMAN,user_curated,uniprot;HMRbase;reactome
P01282,P32241,VIP_HUMAN,VIPR1_HUMAN,user_curated,uniprot
P01282,P41587,VIP_HUMAN,VIPR2_HUMAN,user_curated,uniprot
P01286,Q02643,SLIB_HUMAN,GHRHR_HUMAN,user_curated,uniprot;HMRbase;reactome
P01308,P06213,INS_HUMAN,INSR_HUMAN,user_curated,uniprot
P01344,P08069,IGF2_HUMAN,IGF1R_HUMAN,user_curated,PMID:27102148
P01344,P11717,IGF2_HUMAN,MPRI_HUMAN,user_curated,uniprot
P01350,P32239,GAST_HUMAN,GASR_HUMAN,user_curated,uniprot;HMRbase;reactome
P01374,P19438,TNFB_HUMAN,TNR1A_HUMAN,user_curated,uniprot
P01374,P20333,TNFB_HUMAN,TNR1B_HUMAN,user_curated,uniprot
P01374,Q92956,TNFB_HUMAN,TNR14_HUMAN,user_curated,uniprot
P01375,P19438,TNFA_HUMAN,TNR1A_HUMAN,user_curated,uniprot
P01375,P20333,TNFA_HUMAN,TNR1B_HUMAN,user_curated,uniprot
P01563,Type_I_IFNR,IFNA2_HUMAN,,user_curated,PDB:3se3
P01566,Type_I_IFNR,IFN10_HUMAN,,user_curated,uniprot
P01567,Type_I_IFNR,IFNA7_HUMAN,,user_curated,uniprot
P01568,Type_I_IFNR,IFN21_HUMAN,,user_curated,uniprot
P01569,Type_I_IFNR,IFNA5_HUMAN,,user_curated,uniprot
P01570,Type_I_IFNR,IFN14_HUMAN,,user_curated,uniprot
P01571,Type_I_IFNR,IFN17_HUMAN,,user_curated,uniprot
P01574,Type_I_IFNR,IFNB_HUMAN,,user_curated,PMID:9208871
P01579,Type_II_IFNR,IFNG_HUMAN,,user_curated,PMID:9208871
P01588,P19235,EPO_HUMAN,EPOR_HUMAN,user_curated,uniprot
P01732,P06731,CD8A_HUMAN,CEAM5_HUMAN,user_curated,PMID:24104458
P02452,integrin_a10b1_complex,CO1A1_HUMAN,,user_curated,uniprot
P02452,integrin_a11b1_complex,CO1A1_HUMAN,,user_curated,uniprot
P02452,integrin_a1b1_complex,CO1A1_HUMAN,,user_curated,uniprot
P02452,integrin_a2b1_complex,CO1A1_HUMAN,,user_curated,uniprot
P02458,integrin_a10b1_complex,CO2A1_HUMAN,,user_curated,uniprot
P02458,integrin_a11b1_complex,CO2A1_HUMAN,,user_curated,uniprot
P02458,integrin_a1b1_complex,CO2A1_HUMAN,,user_curated,uniprot
P02458,integrin_a2b1_complex,CO2A1_HUMAN,,user_curated,uniprot
P02461,integrin_a10b1_complex,CO3A1_HUMAN,,user_curated,uniprot
P02461,integrin_a11b1_complex,CO3A1_HUMAN,,user_curated,uniprot
P02461,integrin_a1b1_complex,CO3A1_HUMAN,,user_curated,uniprot
P02461,integrin_a2b1_complex,CO3A1_HUMAN,,user_curated,uniprot
P02462,integrin_a10b1_complex,CO4A1_HUMAN,,user_curated,uniprot
P02462,integrin_a11b1_complex,CO4A1_HUMAN,,user_curated,uniprot
P02462,integrin_a1b1_complex,CO4A1_HUMAN,,user_curated,uniprot
P02462,integrin_a2b1_complex,CO4A1_HUMAN,,user_curated,uniprot
P02647,TREM2_receptor,APOA1_HUMAN,,user_curated,uniprot;PMID:27477018
P02649,TREM2_receptor,APOE_HUMAN,,user_curated,uniprot;PMID:27477015
P02652,TREM2_receptor,APOA2_HUMAN,,user_curated,uniprot;PMID:27477017
P02751,integrin_a10b1_complex,FINC_HUMAN,,user_curated,uniprot
P02751,integrin_a11b1_complex,FINC_HUMAN,,user_curated,uniprot
P02751,integrin_a2Bb3_complex,FINC_HUMAN,,user_curated,uniprot
P02751,integrin_a2b1_complex,FINC_HUMAN,,user_curated,uniprot
P02751,integrin_a3b1_complex,FINC_HUMAN,,user_curated,uniprot
P02751,integrin_a4b1_complex,FINC_HUMAN,,user_curated,uniprot
P02751,integrin_a4b7_complex,FINC_HUMAN,,user_curated,uniprot
P02751,integrin_a5b1_complex,FINC_HUMAN,,user_curated,uniprot
P02751,integrin_a8b1_complex,FINC_HUMAN,,user_curated,uniprot
P02751,integrin_aVb1_complex,FINC_HUMAN,,user_curated,uniprot
P02751,integrin_aVb3_complex,FINC_HUMAN,,user_curated,uniprot
P02751,integrin_aVb5_complex,FINC_HUMAN,,user_curated,uniprot
P02753,Q9BX79,RET4_HUMAN,STRA6_HUMAN,user_curated,uniprot
P02775,P25024,CXCL7_HUMAN,CXCR1_HUMAN,user_curated,PMID:24218476
P02775,P25025,CXCL7_HUMAN,CXCR2_HUMAN,user_curated,PMID:24218476
P02776,P49682,PLF4_HUMAN,CXCR3_HUMAN,user_curated,PMID:24218476
P02778,P27487,CXL10_HUMAN,DPP4_HUMAN,user_curated,PMID:24218476
P02778,P49682,CXL10_HUMAN,CXCR3_HUMAN,user_curated,PMID:24218476
P02786,P02787,TRFE_HUMAN,TFR1_HUMAN,user_curated,uniprot
P02786,Q30201,HFE_HUMAN,TFR1_HUMAN,user_curated,uniprot
P02787,Q9UP52,TRFE_HUMAN,TFR2_HUMAN,user_curated,uniprot
P02792,Q6ZMJ2,FRIL_HUMAN,SCAR5_HUMAN,user_curated,uniprot
P02794,Q6ZMJ2,FRIH_HUMAN,SCAR5_HUMAN,user_curated,uniprot
P04004,integrin_a2Bb3_complex,VTNC_HUMAN,,user_curated,uniprot
P04004,integrin_aVb1_complex,VTNC_HUMAN,,user_curated,uniprot
P04004,integrin_aVb3_complex,VTNC_HUMAN,,user_curated,uniprot
P04070,Q9UNN8,PROC_HUMAN,PROCR_HUMAN,user_curated,reactome
P04083,P25089,ANXA1_HUMAN,FPR3_HUMAN,user_curated,reactome
P04083,P25090,ANXA1_HUMAN,FPR2_HUMAN,user_curated,PMID:22610094;reactome
P04085,P16234,PDGFA_HUMAN,PGFRA_HUMAN,user_curated,uniprot
P04090,Q8WXD0,REL2_HUMAN,RXFP2_HUMAN,user_curated,uniprot;reactome
P04090,Q9HBX9,REL2_HUMAN,RXFP1_HUMAN,user_curated,uniprot;HMRbase;reactome
P04114,Q0VD83,APOB_HUMAN,APOBR_HUMAN,user_curated,uniprot
P04114,TREM2_receptor,APOB_HUMAN,,user_curated,uniprot;PMID:27477016
P04216,integrin_aMb2_complex,THY1_HUMAN,,user_curated,PMID:15850796
P04216,integrin_aVb3_complex,THY1_HUMAN,,user_curated,PMID:29212879;PMID:18346467;https:www.ncbi.nlm.nih.gov
P04216,integrin_aXb2_complex,THY1_HUMAN,,user_curated,PMID:15850796
P04233,P05067,HG2A_HUMAN,A4_HUMAN,user_curated,PMID:19849849
P04275,integrin_aVb3_complex,VWF_HUMAN,,user_curated,uniprot
P04626,Q99075,HBEGF_HUMAN,ERBB2_HUMAN,user_curated,uniprot
P04628,Q5T4F7,WNT1_HUMAN,SFRP5_HUMAN,user_curated,PMID:12775774
P04628,Q6FHJ7,WNT1_HUMAN,SFRP4_HUMAN,user_curated,PMID:12775774
P04628,Q8N474,WNT1_HUMAN,SFRP1_HUMAN,user_curated,PMID:12775774
P04628,Q92765,WNT1_HUMAN,SFRP3_HUMAN,user_curated,PMID:12775774
P04628,Q96HF1,WNT1_HUMAN,SFRP2_HUMAN,user_curated,PMID:12775774
P04628,Q9Y5W5,WNT1_HUMAN,WIF1_HUMAN,user_curated,PMID:12775774
P04629,P20783,NTRK1_HUMAN,NTF3_HUMAN,user_curated,uniprot
P05000,Type_I_IFNR,IFNW1_HUMAN,,user_curated,PMID:9208871
P05013,Type_I_IFNR,IFNA6_HUMAN,,user_curated,uniprot
P05014,Type_I_IFNR,IFNA4_HUMAN,,user_curated,uniprot
P05015,Type_I_IFNR,IFN16_HUMAN,,user_curated,uniprot
P05019,P08069,IGF1_HUMAN,IGF1R_HUMAN,user_curated,uniprot
P05019,integrin_a6b4_complex,IGF1_HUMAN,,user_curated,uniprot
P05019,integrin_aVb3_complex,IGF1_HUMAN,,user_curated,uniprot
P05067,P25090,A4_HUMAN,FPR2_HUMAN,user_curated,reactome
P05067,Q92673,A4_HUMAN,SORL_HUMAN,user_curated,uniprot
P05067,TREM2_receptor,A4_HUMAN,,user_curated,uniprot;PMID:27477013
P05230,P11362,FGF1_HUMAN,FGFR1_HUMAN,user_curated,uniprot
P05230,P21802,FGF1_HUMAN,FGFR2_HUMAN,user_curated,uniprot;reactome;PMID:27458533
P05230,P22455,FGF1_HUMAN,FGFR4_HUMAN,user_curated,reactome;PMID:25772309
P05230,P22607,FGF1_HUMAN,FGFR3_HUMAN,user_curated,uniprot;reactome;PMID:27458533
P05230,integrin_aVb3_complex,FGF1_HUMAN,,user_curated,uniprot
P05362,P16150,ICAM1_HUMAN,LEUK_HUMAN,user_curated,PMID:1683685
P05362,P20701,ICAM1_HUMAN,ITAL_HUMAN,user_curated,Reviewed_in_PMID:23602662
P05362,integrin_aLb2_complex,ICAM1_HUMAN,,user_curated,uniprot
P05362,integrin_aMb2_complex,ICAM1_HUMAN,,user_curated,uniprot
P05362,integrin_aXb2_complex,ICAM1_HUMAN,,user_curated,PMID:16252253
P05997,integrin_a10b1_complex,CO5A2_HUMAN,,user_curated,uniprot
P05997,integrin_a11b1_complex,CO5A2_HUMAN,,user_curated,uniprot
P05997,integrin_a1b1_complex,CO5A2_HUMAN,,user_curated,uniprot
P05997,integrin_a2b1_complex,CO5A2_HUMAN,,user_curated,uniprot
P06307,P32238,CCKN_HUMAN,CCKAR_HUMAN,user_curated,uniprot;HMRbase;reactome
P06307,P32239,CCKN_HUMAN,GASR_HUMAN,user_curated,uniprot;HMRbase;reactome
P06401,Progesterone_byHSD3B1,,PRGR_HUMAN,user_curated,HMRbase
P06729,P19256,CD2_HUMAN,LFA3_HUMAN,user_curated,Reviewed_in_PMID:23602662
P06731,P13688,CEAM5_HUMAN,CEAM1_HUMAN,user_curated,Induces_NK_Cell_Inhibition._Reviewed_in_PMID:24987108
P06731,P15813,CEAM5_HUMAN,CD1D_HUMAN,user_curated,PMID:24104458
P06731,P40199,CEAM5_HUMAN,CEAM6_HUMAN,user_curated,uniprot
P06734,P20023,FCER2_HUMAN,CR2_HUMAN,user_curated,PMID:16785534;PMC2212946
P06734,integrin_aMb2_complex,FCER2_HUMAN,,user_curated,PMID:7621072;PMID:8745401
P06734,integrin_aVb3_complex,FCER2_HUMAN,,user_curated,PMID:10037797
P06734,integrin_aXb2_complex,FCER2_HUMAN,,user_curated,PMID:7621072
P06850,P34998,CRF_HUMAN,CRFR1_HUMAN,user_curated,uniprot;HMRbase;reactome
P06850,Q13324,CRF_HUMAN,CRFR2_HUMAN,user_curated,uniprot;HMRbase;reactome
P06881,RAMP1_complex,CALCA_HUMAN,,user_curated,uniprot
P07333,P09603,CSF1R_HUMAN,CSF1_HUMAN,user_curated,uniprot
P07333,Q6ZMJ4,CSF1R_HUMAN,IL34_HUMAN,user_curated,uniprot
P07359,integrin_aMb2_complex,GP1BA_HUMAN,,user_curated,PMC2194217
P07492,P30550,GRP_HUMAN,GRPR_HUMAN,user_curated,uniprot;HMRbase;reactome
P07996,P16671,TSP1_HUMAN,CD36_HUMAN,user_curated,uniprot
P07996,integrin_a2Bb3_complex,TSP1_HUMAN,,user_curated,uniprot
P07996,integrin_a3b1_complex,TSP1_HUMAN,,user_curated,uniprot
P07996,integrin_aVb3_complex,TSP1_HUMAN,,user_curated,uniprot
P08123,integrin_a10b1_complex,CO1A2_HUMAN,,user_curated,uniprot
P08123,integrin_a11b1_complex,CO1A2_HUMAN,,user_curated,uniprot
P08123,integrin_a1b1_complex,CO1A2_HUMAN,,user_curated,uniprot
P08123,integrin_a2b1_complex,CO1A2_HUMAN,,user_curated,uniprot
P08138,P20783,TNR16_HUMAN,NTF3_HUMAN,user_curated,uniprot
P08138,P23560,TNR16_HUMAN,BDNF_HUMAN,user_curated,uniprot
P08138,P34130,TNR16_HUMAN,NTF4_HUMAN,user_curated,uniprot
P08174,P48960,DAF_HUMAN,CD97_HUMAN,user_curated,PMID:11297558
P08253,integrin_aVb3_complex,MMP2_HUMAN,,user_curated,uniprot
P08572,integrin_a10b1_complex,CO4A2_HUMAN,,user_curated,uniprot
P08572,integrin_a11b1_complex,CO4A2_HUMAN,,user_curated,uniprot
P08572,integrin_a1b1_complex,CO4A2_HUMAN,,user_curated,uniprot
P08572,integrin_a2b1_complex,CO4A2_HUMAN,,user_curated,uniprot
P08575,P20273,PTPRC_HUMAN,CD22_HUMAN,user_curated,PMID:12115612
P08575,P22897,PTPRC_HUMAN,MRC1_HUMAN,user_curated,PMID:27601670;PMID:10575006
P08575,Q92854,PTPRC_HUMAN,SEM4D_HUMAN,user_curated,PMID:22325954
P08581,P14210,MET_HUMAN,HGF_HUMAN,user_curated,uniprot
P08620,P11362,FGF4_HUMAN,FGFR1_HUMAN,user_curated,uniprot;reactome;PMID:27458533;PMID:25772309
P08908,SerotoninDopamin_byDDC,,5HT1A_HUMAN,user_curated,HMRbase;uniprot;reactome
P08949,P28336,NMB_HUMAN,NMBR_HUMAN,user_curated,uniprot;HMRbase;reactome
P09038,P11362,FGF2_HUMAN,FGFR1_HUMAN,user_curated,uniprot
P09038,P21802,FGF2_HUMAN,FGFR2_HUMAN,user_curated,uniprot
P09038,P22455,FGF2_HUMAN,FGFR4_HUMAN,user_curated,uniprot
P09038,P22607,FGF2_HUMAN,FGFR3_HUMAN,user_curated,uniprot
P09038,integrin_aVb3_complex,FGF2_HUMAN,,user_curated,uniprot
P09326,Q9BZW8,CD48_HUMAN,CD244_HUMAN,user_curated,activating_interaction._uniprot_&_PMID:26697006
P09341,P25024,GROA_HUMAN,CXCR1_HUMAN,user_curated,PMID:24218476
P09341,P25025,GROA_HUMAN,CXCR2_HUMAN,user_curated,PMID:24218476
P09341,Q16570,GROA_HUMAN,ACKR1_HUMAN,user_curated,PMID:24218476
P09544,Q5T4F7,WNT2_HUMAN,SFRP5_HUMAN,user_curated,PMID:12775774
P09544,Q6FHJ7,WNT2_HUMAN,SFRP4_HUMAN,user_curated,PMID:12775774
P09544,Q8N474,WNT2_HUMAN,SFRP1_HUMAN,user_curated,PMID:12775774
P09544,Q92765,WNT2_HUMAN,SFRP3_HUMAN,user_curated,PMID:12775774
P09544,Q96HF1,WNT2_HUMAN,SFRP2_HUMAN,user_curated,PMID:12775774
P09544,Q9Y5W5,WNT2_HUMAN,WIF1_HUMAN,user_curated,PMID:12775774
P09619,Q9GZP0,PGFRB_HUMAN,PDGFD_HUMAN,user_curated,uniprot
P09681,P48546,GIP_HUMAN,GIPR_HUMAN,user_curated,uniprot
P09683,P47872,SECR_HUMAN,SCTR_HUMAN,user_curated,uniprot;HMRbase;reactome
P09919,Q99062,CSF3_HUMAN,CSF3R_HUMAN,user_curated,uniprot
P0C0L4,Q9P296,CO4A_HUMAN,C5AR2_HUMAN,user_curated,uniprot
P0C0P6,Q6W5P4,NPS_HUMAN,NPSR1_HUMAN,user_curated,uniprot
P0DJI8,P25090,SAA1_HUMAN,FPR2_HUMAN,user_curated,reactome
P0DMC3,P35414,ELA_HUMAN,APJ_HUMAN,user_curated,uniprot
P0DMS8,P49961,AA3R_HUMAN,ENTP1_HUMAN,user_curated,uniprot
P10092,RAMP1_complex,CALCB_HUMAN,,user_curated,uniprot
P10145,P25024,IL8_HUMAN,CXCR1_HUMAN,user_curated,PMID:24218476
P10145,P25025,IL8_HUMAN,CXCR2_HUMAN,user_curated,PMID:24218476
P10145,Q16570,IL8_HUMAN,ACKR1_HUMAN,user_curated,PMID:24218476
P10147,P32246,CCL3_HUMAN,CCR1_HUMAN,user_curated,PMID:24218476
P10147,P51677,CCL3_HUMAN,CCR3_HUMAN,user_curated,PMID:24218476
P10147,P51681,CCL3_HUMAN,CCR5_HUMAN,user_curated,PMID:15251452
P10275,Testosterone_byAKR1D1,,ANDR_HUMAN,user_curated,HMRbase;uniprot
P10275,Testosterone_byHSD17B12,,ANDR_HUMAN,user_curated,HMRbase;uniprot
P10275,Testosterone_byHSD17B3,,ANDR_HUMAN,user_curated,HMRbase;uniprot
P10451,integrin_a4b1_complex,OSTP_HUMAN,,user_curated,PMID:1830891;PMID:8970045
P10451,integrin_a9b1_complex,OSTP_HUMAN,,user_curated,PMID:1830891;PMID:8970045
P10451,integrin_aVb3_complex,OSTP_HUMAN,,user_curated,PMID:24442579
P10600,Q03167,TGFB3_HUMAN,TGBR3_HUMAN,user_curated,uniprot
P10600,TGFbeta_receptor1,TGFB3_HUMAN,,user_curated,uniprot
P10600,TGFbeta_receptor2,TGFB3_HUMAN,,user_curated,uniprot
P10600,integrin_aVb6_complex,TGFB3_HUMAN,,user_curated,reactome
P10600,integrin_aVb8_complex,TGFB3_HUMAN,,user_curated,reactome
P10721,P21583,KIT_HUMAN,SCF_HUMAN,user_curated,uniprot
P10747,P33681,CD28_HUMAN,CD80_HUMAN,user_curated,antigen_stimulated_T_cells_become_activated._Reviewed_in_PMID:23954143
P10747,P42081,CD28_HUMAN,CD86_HUMAN,user_curated,integrin_antigen_stimulated_T_cells_become_activated._Reviewed_in_PMID:23954143
P10767,P11362,FGF6_HUMAN,FGFR1_HUMAN,user_curated,uniprot;reactome;PMID:27458533;PMID:25772309
P10827,Triiodothyronine_byDIO3,,THA_HUMAN,user_curated,HMRbase;uniprot
P10828,Triiodothyronine_byDIO3,,THB_HUMAN,user_curated,HMRbase;uniprot
P10909,TREM2_receptor,CLUS_HUMAN,,user_curated,uniprot;PMID:27477014
P11047,integrin_a2b1_complex,LAMC1_HUMAN,,user_curated,uniprot
P11047,integrin_a6b1_complex,LAMC1_HUMAN,,user_curated,uniprot
P11047,integrin_a7b1_complex,LAMC1_HUMAN,,user_curated,uniprot
P11047,integrin_aVb3_complex,LAMC1_HUMAN,,user_curated,uniprot
P11362,P12034,FGF5_HUMAN,FGFR1_HUMAN,user_curated,uniprot;reactome;PMID:27458533;PMID:25772309
P11362,P13591,FGFR1_HUMAN,NCAM1_HUMAN,user_curated,PMID:12791257
P11487,P21802,FGF3_HUMAN,FGFR2_HUMAN,user_curated,reactome;PMID:25772309
P12107,integrin_a10b1_complex,COBA1_HUMAN,,user_curated,uniprot
P12107,integrin_a11b1_complex,COBA1_HUMAN,,user_curated,uniprot
P12107,integrin_a1b1_complex,COBA1_HUMAN,,user_curated,uniprot
P12107,integrin_a2b1_complex,COBA1_HUMAN,,user_curated,uniprot
P12109,integrin_a10b1_complex,CO6A1_HUMAN,,user_curated,uniprot
P12109,integrin_a11b1_complex,CO6A1_HUMAN,,user_curated,uniprot
P12109,integrin_a1b1_complex,CO6A1_HUMAN,,user_curated,uniprot
P12109,integrin_a2b1_complex,CO6A1_HUMAN,,user_curated,uniprot
P12110,integrin_a10b1_complex,CO6A2_HUMAN,,user_curated,uniprot
P12110,integrin_a11b1_complex,CO6A2_HUMAN,,user_curated,uniprot
P12110,integrin_a1b1_complex,CO6A2_HUMAN,,user_curated,uniprot
P12110,integrin_a2b1_complex,CO6A2_HUMAN,,user_curated,uniprot
P12111,integrin_a10b1_complex,CO6A3_HUMAN,,user_curated,uniprot
P12111,integrin_a11b1_complex,CO6A3_HUMAN,,user_curated,uniprot
P12111,integrin_a1b1_complex,CO6A3_HUMAN,,user_curated,uniprot
P12111,integrin_a2b1_complex,CO6A3_HUMAN,,user_curated,uniprot
P12272,P49190,PTHR_HUMAN,PTH2R_HUMAN,user_curated,uniprot;reactome
P12272,Q03431,PTHR_HUMAN,PTH1R_HUMAN,user_curated,uniprot;reactome
P12830,Q96E93,CADH1_HUMAN,KLRG1_HUMAN,user_curated,PMC3030123
P12830,integrin_a2b1_complex,CADH1_HUMAN,,user_curated,PMID:12392763
P12830,integrin_aEb7_complex,CADH1_HUMAN,,user_curated,uniprot
P13236,P51681,CCL4_HUMAN,CCR5_HUMAN,user_curated,uniprot
P13500,P41597,CCL2_HUMAN,CCR2_HUMAN,user_curated,PMID:24218476
P13500,Q16570,CCL2_HUMAN,ACKR1_HUMAN,user_curated,PMID:24218476
P13501,P32246,CCL5_HUMAN,CCR1_HUMAN,user_curated,PMID:24218476
P13501,P51677,CCL5_HUMAN,CCR3_HUMAN,user_curated,PMID:24218476
P13501,P51679,CCL5_HUMAN,CCR4_HUMAN,user_curated,PMID:24218476
P13501,P51681,CCL5_HUMAN,CCR5_HUMAN,user_curated,PMID:24218476
P13501,Q16570,CCL5_HUMAN,ACKR1_HUMAN,user_curated,PMID:24218476
P13598,Q9NNX6,ICAM2_HUMAN,CD209_HUMAN,user_curated,uniprot
P13598,integrin_aLb2_complex,ICAM2_HUMAN,,user_curated,uniprot
P13688,P16581,CEAM1_HUMAN,LYAM2_HUMAN,user_curated,PMID:1378450
P13688,P31997,CEAM1_HUMAN,CEAM8_HUMAN,user_curated,PMID:24743304
P13688,P40199,CEAM1_HUMAN,CEAM6_HUMAN,user_curated,PMID:21982860
P13688,Q9NNX6,CEAM1_HUMAN,CD209_HUMAN,user_curated,PMID:16282604;PMID:16246332
P13747,P26715,HLAE_HUMAN,NKG2A_HUMAN,user_curated,Induces_NK_Cell_Inhibition._Reviewed_in_PMID:24223577
P13747,P26717,HLAE_HUMAN,NKG2C_HUMAN,user_curated,activating_interaction._uniprot_&_PMID:26697006
P13747,P26718,HLAE_HUMAN,NKG2D_HUMAN,user_curated,Induces_NK_Cell_Activation._Reviewed_in_PMID:24223577
P13942,integrin_a10b1_complex,COBA2_HUMAN,,user_curated,uniprot
