partner_a,partner_b,protein_name_a,protein_name_b,annotation_strategy,source
P13942,integrin_a11b1_complex,COBA2_HUMAN,,user_curated,uniprot
P13942,integrin_a1b1_complex,COBA2_HUMAN,,user_curated,uniprot
P13942,integrin_a2b1_complex,COBA2_HUMAN,,user_curated,uniprot
P14151,P28906,LYAM1_HUMAN,CD34_HUMAN,user_curated,PMID:7692600;PMID:8977216
P14151,Q14242,LYAM1_HUMAN,SELPL_HUMAN,user_curated,PMC2431087;PMID:8892633;PMID:8896607
P14151,Q9NZ53,PDXL2_HUMAN,LYAM1_HUMAN,user_curated,uniprot
P14209,Q9UKJ1,CD99_HUMAN,PILRA_HUMAN,user_curated,PMID:18234675
P14416,SerotoninDopamin_byDDC,,DRD2_HUMAN,user_curated,uniprot;reactome
P14555,integrin_a4b1_complex,PA2GA_HUMAN,,user_curated,uniprot
P14555,integrin_a5b1_complex,PA2GA_HUMAN,,user_curated,uniprot
P15151,P40200,PVR_HUMAN,TACT_HUMAN,user_curated,uniprot
P15151,Q15762,PVR_HUMAN,CD226_HUMAN,user_curated,activating_interaction_PMID:15607800;NK_cell_cytotoxicity._PMID:24440149
P15151,Q495A1,PVR_HUMAN,TIGIT_HUMAN,user_curated,PMID:19815499;Induces_NK_Cell_Inhibition._Reviewed_in_PMID:24987108
P15151,Q9NQS3,PVR_HUMAN,PVRL3_HUMAN,user_curated,PMID:19011627;PMID:12740392
P15529,P78504,MCP_HUMAN,JAG1_HUMAN,user_curated,PMID:23086448
P15692,P17948,VEGFA_HUMAN,VGFR1_HUMAN,user_curated,uniprot
P15692,P35968,VEGFA_HUMAN,VGFR2_HUMAN,user_curated,uniprot
P15813,Q8N423,CD1D_HUMAN,LIRB2_HUMAN,user_curated,PMID:19124746
P16070,P16581,CD44_HUMAN,LYAM2_HUMAN,user_curated,PMC4571854
P16070,Q6ZMC9,SIG15_HUMAN,CD44_HUMAN,user_curated,PMID:31900164
P16109,P25063,LYAM3_HUMAN,CD24_HUMAN,user_curated,PMID:9129046
P16109,P28906,LYAM3_HUMAN,CD34_HUMAN,user_curated,PMID:18606703
P16109,Q14242,LYAM3_HUMAN,SELPL_HUMAN,user_curated,PMID:19118202;PMID:9829984;PMID:12393589
P16109,Q9NZ53,PDXL2_HUMAN,LYAM3_HUMAN,user_curated,uniprot
P16150,Q9BZZ2,LEUK_HUMAN,SN_HUMAN,user_curated,PMID:11238599
P16234,Q9NRA1,PGFRA_HUMAN,PDGFC_HUMAN,user_curated,uniprot
P16284,P28907,PECA1_HUMAN,CD38_HUMAN,user_curated,PMID:9551996;PMID:26407101
P16284,Q8N6Q3,PECA1_HUMAN,CD177_HUMAN,user_curated,PMID:17580308
P16410,P33681,CTLA4_HUMAN,CD80_HUMAN,user_curated,integrin_antigen_stimulated_T_cells_become_anergic._Reviewed_in_PMID:23954143
P16410,P42081,CTLA4_HUMAN,CD86_HUMAN,user_curated,antigen_stimulated_T_cells_become_anergic._Reviewed_in_PMID:23954143
P16473,Thyrostimulin,,TSHR_HUMAN,user_curated,uniprot;HMRbase;reactome
P16473,Thyrotropin,,TSHR_HUMAN,user_curated,uniprot;HMRbase;reactome
P16581,Q14242,LYAM2_HUMAN,SELPL_HUMAN,user_curated,PMC4571854
P16581,Q92896,LYAM2_HUMAN,GSLG1_HUMAN,user_curated,PMID:11404363
P16581,Q9NZ53,PDXL2_HUMAN,LYAM2_HUMAN,user_curated,uniprot
P16671,P35442,TSP2_HUMAN,CD36_HUMAN,user_curated,uniprot
P17693,Q8N423,HLAG_HUMAN,LIRB2_HUMAN,user_curated,uniprot
P17693,Q8NHL6,HLAG_HUMAN,LIRB1_HUMAN,user_curated,uniprot;Induces_NK_Cell_Inhibition._Reviewed_in_PMID:24987108
P17931,Q12866,LEG3_HUMAN,MERTK_HUMAN,user_curated,uniprot
P17936,Q86XT9,IBP3_HUMAN,TM219_HUMAN,user_curated,reactome;uniprot;PMID:20353938
P17948,P49763,VGFR1_HUMAN,PLGF_HUMAN,user_curated,uniprot
P17948,P49765,VGFR1_HUMAN,VEGFB_HUMAN,user_curated,uniprot
P18509,P41587,PACA_HUMAN,VIPR2_HUMAN,user_curated,uniprot
P18627,Q08830,FGL1_HUMAN,LAG3_HUMAN,user_curated,uniprot
P19022,P19022,CADH2_HUMAN,CADH2_HUMAN,user_curated,uniprot
P19320,integrin_a4b1_complex,VCAM1_HUMAN,,user_curated,PMC4368157
P19320,integrin_a4b7_complex,VCAM1_HUMAN,,user_curated,uniprot
P19320,integrin_a9b1_complex,VCAM1_HUMAN,,user_curated,uniprot
P19320,integrin_aDb2_complex,VCAM1_HUMAN,,user_curated,uniprot
P19875,P25025,CXCL2_HUMAN,CXCR2_HUMAN,user_curated,PMID:24218476
P19875,P27487,CXCL2_HUMAN,DPP4_HUMAN,user_curated,PMID:24218476
P19876,P25025,CXCL3_HUMAN,CXCR2_HUMAN,user_curated,PMID:24218476
P20366,P21452,TKN1_HUMAN,NK2R_HUMAN,user_curated,uniprot;reactome
P20366,P25103,TKN1_HUMAN,NK1R_HUMAN,user_curated,uniprot;reactome
P20382,Q969V1,MCH_HUMAN,MCHR2_HUMAN,user_curated,reactome
P20382,Q99705,MCH_HUMAN,MCHR1_HUMAN,user_curated,reactome
P20396,P34981,TRH_HUMAN,TRFR_HUMAN,user_curated,uniprot;HMRbase;reactome
P20783,Q16288,NTF3_HUMAN,NTRK3_HUMAN,user_curated,uniprot
P20783,Q16620,NTF3_HUMAN,NTRK2_HUMAN,user_curated,uniprot
P20827,P21709,EFNA1_HUMAN,EPHA1_HUMAN,user_curated,PMID:15114347
P20827,P29317,EFNA1_HUMAN,EPHA2_HUMAN,user_curated,PMID:15114347
P20827,P29320,EFNA1_HUMAN,EPHA3_HUMAN,user_curated,PMID:15114347
P20827,P29322,EFNA1_HUMAN,EPHA8_HUMAN,user_curated,PMID:15114347
P20827,P54756,EFNA1_HUMAN,EPHA5_HUMAN,user_curated,PMID:15114347
P20827,P54764,EFNA1_HUMAN,EPHA4_HUMAN,user_curated,PMID:15114347
P20827,Q15375,EFNA1_HUMAN,EPHA7_HUMAN,user_curated,PMID:15114347
P20849,integrin_a10b1_complex,CO9A1_HUMAN,,user_curated,uniprot
P20849,integrin_a11b1_complex,CO9A1_HUMAN,,user_curated,uniprot
P20849,integrin_a1b1_complex,CO9A1_HUMAN,,user_curated,uniprot
P20849,integrin_a2b1_complex,CO9A1_HUMAN,,user_curated,uniprot
P20908,integrin_a10b1_complex,CO5A1_HUMAN,,user_curated,uniprot
P20908,integrin_a11b1_complex,CO5A1_HUMAN,,user_curated,uniprot
P20908,integrin_a1b1_complex,CO5A1_HUMAN,,user_curated,uniprot
P20908,integrin_a2b1_complex,CO5A1_HUMAN,,user_curated,uniprot
P21246,P23471,PTN_HUMAN,PTPRZ_HUMAN,user_curated,PMID:25644401
P21246,Q9UM73,PTN_HUMAN,ALK_HUMAN,user_curated,uniprot
P21462,Q96LR4,TAFA4_HUMAN,FPR1_HUMAN,user_curated,uniprot
P21709,P52797,EPHA1_HUMAN,EFNA3_HUMAN,user_curated,PMID:15114347
P21709,P52798,EPHA1_HUMAN,EFNA4_HUMAN,user_curated,PMID:15114347
P21709,P52803,EPHA1_HUMAN,EFNA5_HUMAN,user_curated,PMID:15114347
P21728,SerotoninDopamin_byDDC,,DRD1_HUMAN,user_curated,uniprot;reactome
P21731,ThromboxaneA2_byTBXAS1,,TA2R_HUMAN,user_curated,HMRbase;uniprot;reactome
P21741,P23471,MK_HUMAN,PTPRZ_HUMAN,user_curated,PMID:10212223
P21741,Q9UM73,MK_HUMAN,ALK_HUMAN,user_curated,uniprot
P21781,P21802,FGF7_HUMAN,FGFR2_HUMAN,user_curated,reactome;PMID:25772309
P21802,Q9HCT0,FGF22_HUMAN,FGFR2_HUMAN,user_curated,reactome;PMID:25772309
P21854,Q92854,CD72_HUMAN,SEM4D_HUMAN,user_curated,PMID:22325954
P21860,P35070,ERBB3_HUMAN,BTC_HUMAN,user_curated,uniprot
P21860,Q02297,ERBB3_HUMAN,NRG1_HUMAN,user_curated,uniprot
P21917,SerotoninDopamin_byDDC,,DRD4_HUMAN,user_curated,uniprot;reactome
P21918,SerotoninDopamin_byDDC,,DRD5_HUMAN,user_curated,uniprot;reactome
P22223,P22223,CADH3_HUMAN,CADH3_HUMAN,user_curated,uniprot
P22362,P51685,CCL1_HUMAN,CCR8_HUMAN,user_curated,PMID:24218476
P22607,P31371,FGF9_HUMAN,FGFR3_HUMAN,user_curated,uniprot;reactome;PMID:27458533;PMID:25772309
P22607,P55075,FGF8_HUMAN,FGFR3_HUMAN,user_curated,uniprot;reactome;PMID:27458533;PMID:25772309
P22607,Q9NP95,FGF20_HUMAN,FGFR3_HUMAN,user_curated,uniprot;reactome;PMID:25772309
P22888,glyco_Lutropin,,LSHR_HUMAN,user_curated,reactome
P23510,P43489,TNFL4_HUMAN,TNR4_HUMAN,user_curated,uniprot
P23560,Q16620,BDNF_HUMAN,NTRK2_HUMAN,user_curated,uniprot
P23560,Q99523,BDNF_HUMAN,SORT_HUMAN,user_curated,uniprot
P24821,integrin_a4b1_complex,TENA_HUMAN,,user_curated,uniprot
P24821,integrin_a8b1_complex,TENA_HUMAN,,user_curated,uniprot
P24821,integrin_a9b1_complex,TENA_HUMAN,,user_curated,uniprot
P24821,integrin_aVb3_complex,TENA_HUMAN,,user_curated,uniprot
P24821,integrin_aVb6_complex,TENA_HUMAN,,user_curated,uniprot
P25024,P42830,CXCR1_HUMAN,CXCL5_HUMAN,user_curated,PMID:24218476
P25024,P80162,CXCR1_HUMAN,CXCL6_HUMAN,user_curated,PMID:24218476
P25025,P42830,CXCR2_HUMAN,CXCL5_HUMAN,user_curated,PMID:24218476
P25025,P80162,CXCR2_HUMAN,CXCL6_HUMAN,user_curated,PMID:24218476
P25067,integrin_a10b1_complex,CO8A2_HUMAN,,user_curated,uniprot
P25067,integrin_a11b1_complex,CO8A2_HUMAN,,user_curated,uniprot
P25067,integrin_a1b1_complex,CO8A2_HUMAN,,user_curated,uniprot
P25067,integrin_a2b1_complex,CO8A2_HUMAN,,user_curated,uniprot
P25089,Q8IVG9,HUNIN_HUMAN,FPR3_HUMAN,user_curated,reactome
P25089,Q9NRV9,HEBP1_HUMAN,FPR3_HUMAN,user_curated,reactome
P25090,P55773,CCL23_HUMAN,FPR2_HUMAN,user_curated,reactome
P25090,Q7Z5A7,TAFA5_HUMAN,FPR2_HUMAN,user_curated,uniprot
P25090,Q8IVG9,HUNIN_HUMAN,FPR2_HUMAN,user_curated,reactome
P25445,P48023,TNR6_HUMAN,TNFL6_HUMAN,user_curated,uniprot
P25940,integrin_a10b1_complex,CO5A3_HUMAN,,user_curated,uniprot
P25940,integrin_a11b1_complex,CO5A3_HUMAN,,user_curated,uniprot
P25940,integrin_a1b1_complex,CO5A3_HUMAN,,user_curated,uniprot
P25940,integrin_a2b1_complex,CO5A3_HUMAN,,user_curated,uniprot
P25942,P29965,TNR5_HUMAN,CD40L_HUMAN,user_curated,Reviewed_in_PMID:23602662
P26842,P32970,CD27_HUMAN,CD70_HUMAN,user_curated,activating_interaction_for_NK_and_T_cells._uniprot_&_PMID:26697006
P26927,Q04912,HGFL_HUMAN,RON_HUMAN,user_curated,PMID:23792360
P27037,P55103,AVR2A_HUMAN,INHBC_HUMAN,user_curated,PMID:22710174
P27037,P58166,AVR2A_HUMAN,INHBE_HUMAN,user_curated,PMID:22710174
P27487,P48061,DPP4_HUMAN,SDF1_HUMAN,user_curated,PMID:24218476
P27487,P51671,DPP4_HUMAN,CCL11_HUMAN,user_curated,PMID:24218476
P27487,Q07325,DPP4_HUMAN,CXCL9_HUMAN,user_curated,PMID:24218476
P27658,integrin_a10b1_complex,CO8A1_HUMAN,,user_curated,uniprot
P27658,integrin_a11b1_complex,CO8A1_HUMAN,,user_curated,uniprot
P27658,integrin_a1b1_complex,CO8A1_HUMAN,,user_curated,uniprot
P27658,integrin_a2b1_complex,CO8A1_HUMAN,,user_curated,uniprot
P28221,SerotoninDopamin_byDDC,,5HT1D_HUMAN,user_curated,uniprot;reactome
P28222,SerotoninDopamin_byDDC,,5HT1B_HUMAN,user_curated,uniprot;reactome
P28223,SerotoninDopamin_byDDC,,5HT2A_HUMAN,user_curated,HMRbase;uniprot;reactome
P28335,SerotoninDopamin_byDDC,,5HT2C_HUMAN,user_curated,HMRbase;uniprot;reactome
P28566,SerotoninDopamin_byDDC,,5HT1E_HUMAN,user_curated,uniprot;reactome
P28908,P32971,TNR8_HUMAN,TNFL8_HUMAN,user_curated,uniprot
P29274,P49961,AA2AR_HUMAN,ENTP1_HUMAN,user_curated,uniprot
P29275,P49961,AA2BR_HUMAN,ENTP1_HUMAN,user_curated,uniprot
P29317,P52797,EPHA2_HUMAN,EFNA3_HUMAN,user_curated,PMID:15114347
P29317,P52798,EPHA2_HUMAN,EFNA4_HUMAN,user_curated,PMID:15114347
P29317,P52803,EPHA2_HUMAN,EFNA5_HUMAN,user_curated,PMID:15114347
P29320,P52797,EPHA3_HUMAN,EFNA3_HUMAN,user_curated,PMID:15114347
P29320,P52798,EPHA3_HUMAN,EFNA4_HUMAN,user_curated,PMID:15114347
P29320,P52803,EPHA3_HUMAN,EFNA5_HUMAN,user_curated,PMID:15114347
P29322,P52797,EPHA8_HUMAN,EFNA3_HUMAN,user_curated,PMID:15114347
P29322,P52798,EPHA8_HUMAN,EFNA4_HUMAN,user_curated,PMID:15114347
P29322,P52803,EPHA8_HUMAN,EFNA5_HUMAN,user_curated,PMID:15114347
P29323,P52799,EPHB2_HUMAN,EFNB2_HUMAN,user_curated,PMID:15114347
P29323,P52803,EPHB2_HUMAN,EFNA5_HUMAN,user_curated,PMID:15107857;PMID:15114347
P29323,P98172,EPHB2_HUMAN,EFNB1_HUMAN,user_curated,PMID:15114347
P29323,Q15768,EPHB2_HUMAN,EFNB3_HUMAN,user_curated,PMID:15114347
P29371,Q9UHF0,TKNK_HUMAN,NK3R_HUMAN,user_curated,uniprot;reactome
P29400,integrin_a10b1_complex,CO4A5_HUMAN,,user_curated,uniprot
P29400,integrin_a11b1_complex,CO4A5_HUMAN,,user_curated,uniprot
P29400,integrin_a1b1_complex,CO4A5_HUMAN,,user_curated,uniprot
P29400,integrin_a2b1_complex,CO4A5_HUMAN,,user_curated,uniprot
P29965,integrin_a2Bb3_complex,CD40L_HUMAN,,user_curated,PMID:11875495
P29965,integrin_a5b1_complex,CD40L_HUMAN,,user_curated,PMC3365732
P30203,Q13740,CD6_HUMAN,CD166_HUMAN,user_curated,Reviewed_in_PMID:23602662
P30511,P43629,HLAF_HUMAN,KI3L1_HUMAN,user_curated,PMID:27455421
P30511,P43630,HLAF_HUMAN,KI3L2_HUMAN,user_curated,PMID:27455421
P30511,Q14943,HLAF_HUMAN,KI3S1_HUMAN,user_curated,PMID:27455421
P30511,Q8N423,HLAF_HUMAN,LIRB2_HUMAN,user_curated,PMID:11169396
P30511,Q8NHL6,HLAF_HUMAN,LIRB1_HUMAN,user_curated,PMID:11169396
P30530,Q14393,GAS6_HUMAN,UFO_HUMAN,user_curated,uniprot
P30533,Q99523,AMRP_HUMAN,SORT_HUMAN,user_curated,uniprot
P30542,P49961,AA1R_HUMAN,ENTP1_HUMAN,user_curated,uniprot
P30872,P61278,SMS_HUMAN,SSR1_HUMAN,user_curated,uniprot;HMRbase;reactome
P30874,P61278,SMS_HUMAN,SSR2_HUMAN,user_curated,uniprot;HMRbase;reactome
P30939,SerotoninDopamin_byDDC,,5HT1F_HUMAN,user_curated,uniprot;reactome
P30968,Q6X4W1,NSMF_HUMAN,GNRHR_HUMAN,user_curated,uniprot;HMRbase
P30990,Q99523,NEUT_HUMAN,SORT_HUMAN,user_curated,uniprot
P31358,Q96LC7,CD52_HUMAN,SIG10_HUMAN,user_curated,PMID:23685786
P31391,P61278,SMS_HUMAN,SSR4_HUMAN,user_curated,uniprot;HMRbase;reactome
P31997,P40199,CEAM8_HUMAN,CEAM6_HUMAN,user_curated,PMID:11590190
P32004,P32004,L1CAM_HUMAN,L1CAM_HUMAN,user_curated,PMID:18701456
P32004,integrin_a2Bb3_complex,L1CAM_HUMAN,,user_curated,reactome
P32004,integrin_a5b1_complex,L1CAM_HUMAN,,user_curated,PMC2120661
P32004,integrin_a9b1_complex,L1CAM_HUMAN,,user_curated,reactome
P32004,integrin_aVb1_complex,L1CAM_HUMAN,,user_curated,reactome
P32004,integrin_aVb3_complex,L1CAM_HUMAN,,user_curated,PMID:9396761
P32004,pL1:Ezrin,L1CAM_HUMAN,,user_curated,reactome
P32246,P55773,CCR1_HUMAN,CCL23_HUMAN,user_curated,PMID:24218476
P32246,P80075,CCR1_HUMAN,CCL8_HUMAN,user_curated,PMID:24218476
P32246,P80098,CCR1_HUMAN,CCL7_HUMAN,user_curated,PMID:24218476
P32246,Q16627,CCR1_HUMAN,CCL14_HUMAN,user_curated,PMID:24218476
P32246,Q16663,CCR1_HUMAN,CCL15_HUMAN,user_curated,uniprot
P32246,Q9Y258,CCR1_HUMAN,CCL26_HUMAN,user_curated,PMID:24218476
P32248,Q99731,CCR7_HUMAN,CCL19_HUMAN,user_curated,PMID:24218476
P32745,P61278,SMS_HUMAN,SSR3_HUMAN,user_curated,uniprot;HMRbase;reactome
P32881,Type_I_IFNR,IFNA8_HUMAN,,user_curated,uniprot
P32942,Q9H2X3,ICAM3_HUMAN,CLC4M_HUMAN,user_curated,PMID:15795245
P32942,Q9NNX6,ICAM3_HUMAN,CD209_HUMAN,user_curated,PMID:15795245
P32942,integrin_aDb2_complex,ICAM3_HUMAN,,user_curated,uniprot
P32942,integrin_aLb2_complex,ICAM3_HUMAN,,user_curated,uniprot
P33151,P33151,CADH5_HUMAN,CADH5_HUMAN,user_curated,uniprot
P33681,Q9NZQ7,CD80_HUMAN,PD1L1_HUMAN,user_curated,PMID:17629517;PMID:18585785;PMC3168865
P34130,Q16620,NTF4_HUMAN,NTRK2_HUMAN,user_curated,uniprot
P34969,SerotoninDopamin_byDDC,,5HT7R_HUMAN,user_curated,uniprot;reactome
P34995,ProstaglandinE2_byPTGES,,PE2R1_HUMAN,user_curated,HMRbase;reactome;uniprot
P34995,ProstaglandinE2_byPTGES2,,PE2R1_HUMAN,user_curated,HMRbase;reactome;uniprot
P34995,ProstaglandinE2_byPTGES3,,PE2R1_HUMAN,user_curated,HMRbase;reactome;uniprot
P34998,P55089,UCN1_HUMAN,CRFR1_HUMAN,user_curated,uniprot;reactome
P35070,Q15303,BTC_HUMAN,ERBB4_HUMAN,user_curated,uniprot
P35225,Q14627,IL13_HUMAN,I13R2_HUMAN,user_curated,PMID:26471366
P35318,RAMP3_complex,ADML_HUMAN,,user_curated,uniprot
P35346,P61278,SMS_HUMAN,SSR5_HUMAN,user_curated,uniprot;HMRbase;reactome
P35408,ProstaglandinE2_byPTGES,,PE2R4_HUMAN,user_curated,HMRbase;uniprot
P35408,ProstaglandinE2_byPTGES2,,PE2R4_HUMAN,user_curated,HMRbase;uniprot
P35408,ProstaglandinE2_byPTGES3,,PE2R4_HUMAN,user_curated,HMRbase;uniprot
P35414,Q9ULZ1,APEL_HUMAN,APJ_HUMAN,user_curated,uniprot
P35462,SerotoninDopamin_byDDC,,DRD3_HUMAN,user_curated,uniprot;reactome
P35555,integrin_a5b1_complex,FBN1_HUMAN,,user_curated,uniprot
P35613,P62937,PPIA_HUMAN,BASI_HUMAN,user_curated,reactome
P35916,P49767,VGFR3_HUMAN,VEGFC_HUMAN,user_curated,uniprot
P35968,P49767,VGFR2_HUMAN,VEGFC_HUMAN,user_curated,uniprot
P36888,P49771,FLT3_HUMAN,FLT3L_HUMAN,user_curated,uniprot
P36941,Q06643,TNR3_HUMAN,TNFC_HUMAN,user_curated,uniprot
P39059,integrin_a10b1_complex,COFA1_HUMAN,,user_curated,uniprot
P39059,integrin_a11b1_complex,COFA1_HUMAN,,user_curated,uniprot
P39059,integrin_a1b1_complex,COFA1_HUMAN,,user_curated,uniprot
P39059,integrin_a2b1_complex,COFA1_HUMAN,,user_curated,uniprot
P39060,integrin_a10b1_complex,COIA1_HUMAN,,user_curated,uniprot
P39060,integrin_a11b1_complex,COIA1_HUMAN,,user_curated,uniprot
P39060,integrin_a1b1_complex,COIA1_HUMAN,,user_curated,uniprot
P39060,integrin_a2b1_complex,COIA1_HUMAN,,user_curated,uniprot
P39905,RET_receptor_1,GDNF_HUMAN,,user_curated,uniprot
P40199,P40199,CEAM6_HUMAN,CEAM6_HUMAN,user_curated,PMID:11590190
P40200,Q15223,TACT_HUMAN,PVRL1_HUMAN,user_curated,PMID:17971293
P40225,P40238,TPO_HUMAN,TPOR_HUMAN,user_curated,uniprot
P41146,Q13519,PNOC_HUMAN,OPRX_HUMAN,user_curated,uniprot;reactome
P41159,P48357,LEP_HUMAN,LEPR_HUMAN,user_curated,uniprot
P41217,Q8TD46,OX2G_HUMAN,MO2R1_HUMAN,user_curated,PMID:22020332;also_called_CD200_CD200R
P41221,Q01973,WNT5A_HUMAN,ROR1_HUMAN,user_curated,uniprot;PMID:27162350
P41221,Q01974,WNT5A_HUMAN,ROR2_HUMAN,user_curated,uniprot;reactome
P41221,Q5T4F7,WNT5A_HUMAN,SFRP5_HUMAN,user_curated,PMID:12775774
P41221,Q6FHJ7,WNT5A_HUMAN,SFRP4_HUMAN,user_curated,PMID:12775774
P41221,Q8N474,WNT5A_HUMAN,SFRP1_HUMAN,user_curated,PMID:12775774
P41221,Q92765,WNT5A_HUMAN,SFRP3_HUMAN,user_curated,PMID:12775774
P41221,Q96HF1,WNT5A_HUMAN,SFRP2_HUMAN,user_curated,PMID:12775774
P41221,Q9Y5W5,WNT5A_HUMAN,WIF1_HUMAN,user_curated,PMID:12775774
P41273,Q07011,TNFL9_HUMAN,TNR9_HUMAN,user_curated,uniprot
P41595,SerotoninDopamin_byDDC,,5HT2B_HUMAN,user_curated,uniprot;reactome
P41597,P80075,CCR2_HUMAN,CCL8_HUMAN,user_curated,PMID:24218476
P41597,P80098,CCR2_HUMAN,CCL7_HUMAN,user_curated,PMID:24218476
P41597,Q99616,CCR2_HUMAN,CCL13_HUMAN,user_curated,PMID:24218476
P41597,Q9Y258,CCR2_HUMAN,CCL26_HUMAN,user_curated,PMID:24218476
P42127,Q01726,ASIP_HUMAN,MSHR_HUMAN,user_curated,uniprot
P43088,ProstaglandinF2a_byAKR1B1,,PF2R_HUMAN,user_curated,HMRbase;uniprot;reactome
P43088,ProstaglandinF2a_byCBR1,,PF2R_HUMAN,user_curated,HMRbase;uniprot;reactome
P43088,ProstaglandinF2a_byPRXL2B,,PF2R_HUMAN,user_curated,HMRbase;uniprot;reactome
P43115,ProstaglandinE2_byPTGES,,PE2R3_HUMAN,user_curated,HMRbase;uniprot
P43115,ProstaglandinE2_byPTGES2,,PE2R3_HUMAN,user_curated,HMRbase;uniprot
P43115,ProstaglandinE2_byPTGES3,,PE2R3_HUMAN,user_curated,HMRbase;uniprot
P43116,ProstaglandinE2_byPTGES,,PE2R2_HUMAN,user_curated,HMRbase;uniprot
P43116,ProstaglandinE2_byPTGES2,,PE2R2_HUMAN,user_curated,HMRbase;uniprot
P43116,ProstaglandinE2_byPTGES3,,PE2R2_HUMAN,user_curated,HMRbase;uniprot
P43119,Prostacyclin_byPTGIS,,PI2R_HUMAN,user_curated,HMRbase;uniprot;reactome
P46091,Q7Z5A9,TAFA1_HUMAN,GPR1_HUMAN,user_curated,uniprot
P46091,Q99969,RARR2_HUMAN,GPR1_HUMAN,user_curated,uniprot
P46092,Q9NRJ3,CCR10_HUMAN,CCL28_HUMAN,user_curated,uniprot
P46092,Q9Y4X3,CCR10_HUMAN,CCL27_HUMAN,user_curated,PMID:24218476
P46094,P47992,XCR1_HUMAN,XCL1_HUMAN,user_curated,PMID:24218476
P46094,Q9UBD3,XCR1_HUMAN,XCL2_HUMAN,user_curated,uniprot
P46098,SerotoninDopamin_byDDC,,5HT3A_HUMAN,user_curated,HMRbase;uniprot
P46531,P78504,NOTC1_HUMAN,JAG1_HUMAN,user_curated,PMID:22353464
P46531,P80370,NOTC1_HUMAN,DLK1_HUMAN,user_curated,PMID:22353464
P46531,Q12860,CNTN1_HUMAN,NOTC1_HUMAN,user_curated,uniprot;PMID:14567914
P46531,Q9NR61,NOTC1_HUMAN,DLL4_HUMAN,user_curated,PMID:22353464
P46531,Q9NYJ7,NOTC1_HUMAN,DLL3_HUMAN,user_curated,PMID:22353464
P46531,Q9Y219,NOTC1_HUMAN,JAG2_HUMAN,user_curated,PMID:22353464
P47898,SerotoninDopamin_byDDC,,5HT5A_HUMAN,user_curated,HMRbase;uniprot;reactome
P48061,P61073,SDF1_HUMAN,CXCR4_HUMAN,user_curated,PMID:24218476
P48145,Q8N729,NPW_HUMAN,NPBW1_HUMAN,user_curated,uniprot;reactome
P48145,Q8NG41,NPB_HUMAN,NPBW1_HUMAN,user_curated,uniprot;reactome
P48146,Q8N729,NPW_HUMAN,NPBW2_HUMAN,user_curated,uniprot;reactome
P48146,Q8NG41,NPB_HUMAN,NPBW2_HUMAN,user_curated,uniprot;reactome
P48645,Q9GZQ4,NMU_HUMAN,NMUR2_HUMAN,user_curated,uniprot
P48645,Q9HB89,NMU_HUMAN,NMUR1_HUMAN,user_curated,uniprot
P49190,Q96A98,TIP39_HUMAN,PTH2R_HUMAN,user_curated,uniprot;reactome
P49238,P78423,CX3C1_HUMAN,X3CL1_HUMAN,user_curated,PMID:24218476
P49682,Q07325,CXCR3_HUMAN,CXCL9_HUMAN,user_curated,PMID:24218476
P49683,P81277,PRRP_HUMAN,PRLHR_HUMAN,user_curated,uniprot;HMRbase;reactome
P49685,Q6UWK7,GP15L_HUMAN,GPR15_HUMAN,user_curated,uniprot
P50406,SerotoninDopamin_byDDC,,5HT6R_HUMAN,user_curated,uniprot;reactome
P50591,Q9UBN6,TNF10_HUMAN,TR10D_HUMAN,user_curated,uniprot
P51460,Q8WXD0,INSL3_HUMAN,RXFP2_HUMAN,user_curated,uniprot;reactome
P51671,P51677,CCL11_HUMAN,CCR3_HUMAN,user_curated,PMID:24218476
P51677,P80075,CCR3_HUMAN,CCL8_HUMAN,user_curated,PMID:24218476
P51677,P80098,CCR3_HUMAN,CCL7_HUMAN,user_curated,PMID:24218476
P51677,Q16627,CCR3_HUMAN,CCL14_HUMAN,user_curated,PMID:24218476
P51677,Q16663,CCR3_HUMAN,CCL15_HUMAN,user_curated,uniprot
P51677,Q99616,CCR3_HUMAN,CCL13_HUMAN,user_curated,PMID:24218476
P51677,Q9Y258,CCR3_HUMAN,CCL26_HUMAN,user_curated,PMID:24218476
P51679,Q92583,CCR4_HUMAN,CCL17_HUMAN,user_curated,PMID:24218476
P51681,P80075,CCR5_HUMAN,CCL8_HUMAN,user_curated,PMID:24218476
P51681,P80098,CCR5_HUMAN,CCL7_HUMAN,user_curated,PMID:24218476
P51684,P78556,CCR6_HUMAN,CCL20_HUMAN,user_curated,PMID:24218476
P51685,P55774,CCR8_HUMAN,CCL18_HUMAN,user_curated,PMID:24218476
P52797,P54756,EFNA3_HUMAN,EPHA5_HUMAN,user_curated,PMID:15114347
P52797,P54764,EFNA3_HUMAN,EPHA4_HUMAN,user_curated,PMID:15114347
P52797,Q15375,EFNA3_HUMAN,EPHA7_HUMAN,user_curated,PMID:15114347
P52798,P54756,EFNA4_HUMAN,EPHA5_HUMAN,user_curated,PMID:15114347
P52798,P54764,EFNA4_HUMAN,EPHA4_HUMAN,user_curated,PMID:15114347
P52798,Q15375,EFNA4_HUMAN,EPHA7_HUMAN,user_curated,PMID:15114347
P52799,P54753,EFNB2_HUMAN,EPHB3_HUMAN,user_curated,PMID:15114347
